사업장명,인허가일자,영업상태명,폐업일자,위생업태명,소재지도로명주소,소재지지번주소
피씨태그 PC방,2017-05-18,영업,,커피숍,"서울특별시 관악구 호암로24길 24, 지하1층 (신림동)",서울특별시 관악구 신림동 1533-5 
카페라움(CAFE RAUM),2017-08-09,영업,,커피숍,"서울특별시 관악구 난곡로42길 3, 1층 (신림동)",서울특별시 관악구 신림동 587-29 
더아담 서울대입구역,2018-01-08,영업,,커피숍,"서울특별시 관악구 남부순환로 지하 1822, 서울대입구역 지하1층 228-105호 (봉천동)",서울특별시 관악구 봉천동 979-2 
주식회사 서울수퍼 봉천지점,2018-04-03,영업,,커피숍,"서울특별시 관악구 장군봉1길 32, 2층 (봉천동)",서울특별시 관악구 봉천동 1527-1 
마그테,2018-05-25,영업,,커피숍,"서울특별시 관악구 관악로8길 32, 1층 (봉천동)",서울특별시 관악구 봉천동 1616-1 
커피식구 낙성대점,2018-10-15,영업,,커피숍,"서울특별시 관악구 남부순환로 1929-9, 지하1층 B02호 (봉천동, 더게이트)",서울특별시 관악구 봉천동 1686-27 더게이트 
라미스콘,2018-11-13,영업,,커피숍,"서울특별시 관악구 관악로14길 88, 번영빌딩 2층 (봉천동)",서울특별시 관악구 봉천동 1621-9 번영빌딩 
카페야(CAFE-YA),2018-11-16,영업,,커피숍,"서울특별시 관악구 남부순환로165길 12, 1층 (신림동)",서울특별시 관악구 신림동 464-14 
카페 188,2018-12-12,영업,,커피숍,"서울특별시 관악구 남부순환로188길 9, 차일드빌딩 1층 (신림동)",서울특별시 관악구 신림동 10-11 차일드빌딩 
컴포즈커피 관악구청점,2019-05-07,영업,,커피숍,"서울특별시 관악구 관악로12길 5, 1층 (봉천동)",서울특별시 관악구 봉천동 1598-23 
커피베이 낙성대역점,2019-06-24,영업,,커피숍,"서울특별시 관악구 남부순환로247길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 1688-114 
빽다방 신림난곡점,2019-09-18,영업,,커피숍,"서울특별시 관악구 난곡로 178, 1층 (신림동)",서울특별시 관악구 신림동 635-22 
그릿커피랩,2019-10-24,영업,,커피숍,"서울특별시 관악구 쑥고개로 99, 1층 (봉천동)",서울특별시 관악구 봉천동 1566-24 
코지스탑 사당역점,2019-11-19,영업,,커피숍,"서울특별시 관악구 승방길 7, 1층 (남현동)",서울특별시 관악구 남현동 602-254 
커피베이 관악신사시장점,2020-03-11,영업,,커피숍,"서울특별시 관악구 조원로 136, 1층 101호 (신림동)",서울특별시 관악구 신림동 492-2 
슬지로운생활,2020-03-12,영업,,커피숍,"서울특별시 관악구 호암로26길 25, 1층 (신림동)",서울특별시 관악구 신림동 1515-11 
카페레브(CAFE REVE),2020-03-16,영업,,커피숍,"서울특별시 관악구 호암로22길 55, 1층 (신림동)",서울특별시 관악구 신림동 1536-14 
루이코코 디저트카페,2020-05-14,영업,,커피숍,"서울특별시 관악구 신림로17길 62, 지하1층 (신림동)",서울특별시 관악구 신림동 257-22 
On : 情 (카페 온정),2020-05-18,영업,,커피숍,"서울특별시 관악구 난곡로 327, 1층 (신림동)",서울특별시 관악구 신림동 530-28 
봉싯봉싯,2020-06-01,영업,,커피숍,"서울특별시 관악구 남부순환로 1385, 1층 (신림동)",서울특별시 관악구 신림동 1669-9 
녹다컴퍼니,2020-06-04,영업,,커피숍,"서울특별시 관악구 대학길 91, 1층 (신림동)",서울특별시 관악구 신림동 251-173 
커피브라더신림점,2020-07-23,영업,,커피숍,"서울특별시 관악구 봉천로 271-1, 1층 (봉천동)",서울특별시 관악구 봉천동 969-11 
오스커피하우스,2020-07-28,영업,,커피숍,"서울특별시 관악구 신림로23길 16, 일성트루엘 1층 1025호 (신림동)",서울특별시 관악구 신림동 1523-1 일성트루엘 
RAB COFFEE(랩커피),2020-07-31,영업,,커피숍,"서울특별시 관악구 신림로67길 15, 프리미어오피스텔 1층 101호 (신림동)",서울특별시 관악구 신림동 1432-54 프리미어오피스텔 
low position(로우 포지션),2020-08-14,영업,,커피숍,"서울특별시 관악구 조원로16가길 51, 1층 (신림동)",서울특별시 관악구 신림동 537-20 
오하운크레페,2020-08-24,영업,,커피숍,"서울특별시 관악구 남부순환로 1648, 1층 (신림동)",서울특별시 관악구 신림동 1411-9 
메가엠지씨커피 난곡우체국점,2020-10-27,영업,,커피숍,"서울특별시 관악구 난곡로 268, 1층 (신림동)",서울특별시 관악구 신림동 1565-13 
미유커피,2020-11-12,영업,,커피숍,"서울특별시 관악구 남부순환로216길 41, 파크빌오피스텔 지하1-1층 104,B04호 (봉천동)",서울특별시 관악구 봉천동 877-29 파크빌오피스텔 
커피앤후레쉬쥬스,2020-11-13,영업,,커피숍,"서울특별시 관악구 남부순환로 1739-9, 1층 (봉천동)",서울특별시 관악구 봉천동 926-25 
몰랑미,2020-11-20,영업,,커피숍,"서울특별시 관악구 난우10길 6, 1층 101호 (신림동)",서울특별시 관악구 신림동 602-4 
OJE COFFEE(오제커피),2020-12-07,영업,,커피숍,"서울특별시 관악구 신림로21길 39, 1층 (신림동)",서울특별시 관악구 신림동 1546 
카페토리,2020-12-11,영업,,커피숍,"서울특별시 관악구 복은길 53, 1층 103호 (신림동)",서울특별시 관악구 신림동 99-3 
카페소소리,2020-12-15,영업,,커피숍,"서울특별시 관악구 행운1마길 2, 1층 101-1호 (봉천동, 관악태우미소가)",서울특별시 관악구 봉천동 30-8 관악태우미소가 
플러빙,2020-08-10,영업,,커피숍,"서울특별시 관악구 남현2길 36, 1층 101호 (남현동)",서울특별시 관악구 남현동 1056-8 
메가엠지씨커피 신대방역점,2021-01-13,영업,,커피숍,"서울특별시 관악구 난곡로 367, 경신빌딩 1층 (신림동)",서울특별시 관악구 신림동 518-1 경신빌딩 
코우드,2021-01-18,영업,,커피숍,"서울특별시 관악구 인헌길 101, 1층 (봉천동)",서울특별시 관악구 봉천동 178-40 
잇츠 후르츠(eats fruits),2021-01-27,영업,,커피숍,"서울특별시 관악구 관악로15길 23-16, 한울오피스텔 1층 101(2)호 (봉천동)",서울특별시 관악구 봉천동 867-10 한울오피스텔 
모리냥과자점,2021-02-16,영업,,커피숍,"서울특별시 관악구 남부순환로143가길 4, 1층 102호 (신림동)",서울특별시 관악구 신림동 547-14 
달리는커피 봉천역점,2021-02-18,영업,,커피숍,"서울특별시 관악구 봉천로 372, 1층 (봉천동)",서울특별시 관악구 봉천동 931-11 
달고커피,2021-02-22,영업,,커피숍,"서울특별시 관악구 은천로25길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 466-76 
더치프레소,2021-03-10,영업,,커피숍,"서울특별시 관악구 관악로 1, 서울대학교 32-1동 1층 (신림동)",서울특별시 관악구 신림동 산 56-1 서울대학교 
"오, 루네(O' lune)",2021-03-15,영업,,커피숍,"서울특별시 관악구 은천로 149, 행복한감리교회 지하1층 (봉천동)",서울특별시 관악구 봉천동 1719-2 행복한감리교회 
FROM818(프롬팔일팔),2021-03-22,영업,,커피숍,"서울특별시 관악구 남부순환로214길 25, 펠리체 1층 (봉천동)",서울특별시 관악구 봉천동 881-37 펠리체 
애드블레싱,2021-03-23,영업,,커피숍,"서울특별시 관악구 당곡6길 12, 1층 (봉천동)",서울특별시 관악구 봉천동 708-1 
루흔카페,2021-03-29,영업,,커피숍,"서울특별시 관악구 난곡로72길 10, 1층 (신림동)",서울특별시 관악구 신림동 514-24 
사라네과자점,2021-03-30,영업,,커피숍,"서울특별시 관악구 행운1길 62, 1층 (봉천동)",서울특별시 관악구 봉천동 66-20 
카페게이트 관악신사로점,2021-04-01,영업,,커피숍,"서울특별시 관악구 신사로20길 9, 명성빌딩 1층 (신림동)",서울특별시 관악구 신림동 475-46 명성빌딩 
커피숍(강남고려운영),2021-04-01,영업,,커피숍,"서울특별시 관악구 관악로 242, 강남고려병원 2층 (봉천동)",서울특별시 관악구 봉천동 36-83 강남고려병원 
아이캔커피,2021-04-08,영업,,커피숍,"서울특별시 관악구 은천로 14, 1층 103(일부)호 (봉천동, 쁘띠그린힐)",서울특별시 관악구 봉천동 957-6 쁘띠그린힐 
메이브커피숍,2021-04-15,영업,,커피숍,"서울특별시 관악구 행운1길 85, 1층 (봉천동)",서울특별시 관악구 봉천동 63-19 
LIKE BAKE SHOP(라이크베이크샾),2021-04-20,영업,,커피숍,"서울특별시 관악구 법원단지5나길 2, 1층 102호 (신림동)",서울특별시 관악구 신림동 598-166 
나인티스,2021-04-21,영업,,커피숍,"서울특별시 관악구 남부순환로157길 7, 1층 102호 (신림동, 청다아트빌)",서울특별시 관악구 신림동 507-19 청다아트빌 
(주)하우 서울대입구역점,2021-04-21,영업,,커피숍,"서울특별시 관악구 남부순환로 지하 1822, 서울대입구역사 지하1층 228-103호 (봉천동)",서울특별시 관악구 봉천동 979-2 
(주)하우 신림역점,2021-04-21,영업,,커피숍,"서울특별시 관악구 남부순환로 지하 1614, 신림역사 내 지하1층 230-104호 (신림동)",서울특별시 관악구 신림동 1467-10 
위드원스(Withwons),2021-04-22,영업,,커피숍,"서울특별시 관악구 남부순환로143길 30, 1층 (신림동)",서울특별시 관악구 신림동 542-24 
Dif coffee(디프 커피),2021-04-27,영업,,커피숍,"서울특별시 관악구 솔밭로 10, 1층 (봉천동)",서울특별시 관악구 봉천동 1689-31 
Whale in coffee(웨일 인 커피),2021-04-27,영업,,커피숍,"서울특별시 관악구 인헌길 45, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 1642-30 
디커피,2021-05-07,영업,,커피숍,"서울특별시 관악구 인헌6길 16, 1층 108호 (봉천동)",서울특별시 관악구 봉천동 1638-22 
소디스 쑥고개점,2021-05-07,영업,,커피숍,"서울특별시 관악구 청룡12길 1, 1층 204호 (봉천동)",서울특별시 관악구 봉천동 1559-26 
라우더 커피바,2021-06-04,영업,,커피숍,"서울특별시 관악구 봉천로 535, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 1663-3 
메가엠지씨커피 봉일시장점,2021-06-04,영업,,커피숍,"서울특별시 관악구 은천로 37, 정암빌딩 1층 (봉천동)",서울특별시 관악구 봉천동 940-11 정암빌딩 
별별카롱,2021-06-07,영업,,커피숍,"서울특별시 관악구 난곡로51길 8, 1층 2호 (신림동)",서울특별시 관악구 신림동 1476-11 
보드게임카페 제니랜드,2021-06-09,영업,,커피숍,"서울특별시 관악구 신림동길 20, 지하1층 (신림동)",서울특별시 관악구 신림동 1439-13 
벌툰 신림점,2021-07-08,영업,,커피숍,"서울특별시 관악구 신림로 344, 에스케이허브그린 2층 201,202호 (신림동)",서울특별시 관악구 신림동 1421-29 에스케이허브그린 
해바라기 커피,2021-07-15,영업,,커피숍,"서울특별시 관악구 남부순환로153길 30, 1층 102호 (신림동)",서울특별시 관악구 신림동 509-35 
컴포즈커피 신림난곡점,2021-07-22,영업,,커피숍,"서울특별시 관악구 난우길 14, 1층 (신림동)",서울특별시 관악구 신림동 608-38 
KITSCH컴퍼니,2021-07-27,영업,,커피숍,"서울특별시 관악구 조원로2길 7, 1층 (신림동)",서울특별시 관악구 신림동 1656 
숲,2021-08-11,영업,,커피숍,"서울특별시 관악구 국회단지길 21, 1층 (봉천동)",서울특별시 관악구 봉천동 636-110 
What a wonder! (왓어원더),2021-08-20,영업,,커피숍,"서울특별시 관악구 관악로12길 43, 1층 (봉천동)",서울특별시 관악구 봉천동 1610-19 
min cafe(민카페),2021-08-24,영업,,커피숍,"서울특별시 관악구 남부순환로231길 16, 1층 (봉천동)",서울특별시 관악구 봉천동 1673-6 
유어마이슈가,2021-09-07,영업,,커피숍,"서울특별시 관악구 관악로30길 7, 1층 102호 (봉천동)",서울특별시 관악구 봉천동 37-42 
크로플각,2021-09-14,영업,,커피숍,"서울특별시 관악구 봉천로41길 8, 1층 102호 (봉천동, 도원빌라)",서울특별시 관악구 봉천동 885-55 도원빌라 
San n sal(샌앤샐),2021-09-27,영업,,커피숍,"서울특별시 관악구 봉천로 373-10, 1층 (봉천동)",서울특별시 관악구 봉천동 932-19 
POPO archive(포포 아카이브),2021-09-29,영업,,커피숍,"서울특별시 관악구 신림로36길 10, 자성원 제1층 (신림동)",서울특별시 관악구 신림동 94-122 자성원 
스타우드 커피,2021-09-30,영업,,커피숍,"서울특별시 관악구 신림동7길 36, 성심하우스 1층 (신림동)",서울특별시 관악구 신림동 1463-46 성심하우스 
메가엠지씨커피 신림역사거리점,2021-10-07,영업,,커피숍,"서울특별시 관악구 남부순환로 1617, 재상빌딩 1층 (신림동)",서울특별시 관악구 신림동 1422-38 재상빌딩 
만랩커피 신림별빛거리점,2021-10-08,영업,,커피숍,"서울특별시 관악구 신림동7길 29, 금탑오피스텔 1층 (신림동)",서울특별시 관악구 신림동 1436-23 금탑오피스텔 
엔리치(Enrich),2021-10-21,영업,,커피숍,"서울특별시 관악구 양녕로 63, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 1718-3 
더모치킨,2021-10-21,영업,,커피숍,"서울특별시 관악구 시흥대로 558-1, 1층 102호 (신림동, G 밸리마인드)",서울특별시 관악구 신림동 1655-17 G 밸리마인드 
17.3 cafe,2021-10-25,영업,,커피숍,"서울특별시 관악구 신림로 184, 1층 102호 (신림동)",서울특별시 관악구 신림동 107-47 
ouiouioui bakeshop(위위위 베이크샵),2021-10-26,영업,,커피숍,"서울특별시 관악구 낙성대역길 35, 1층 (봉천동)",서울특별시 관악구 봉천동 207-33 
헬로파크 서울남현점,2021-10-27,영업,,커피숍,"서울특별시 관악구 과천대로 909, 2층 (남현동)",서울특별시 관악구 남현동 612-51 
카페차이 관악드림점,2021-11-03,영업,,커피숍,"서울특별시 관악구 은천로25길 69, 제1층 제101호 (봉천동)",서울특별시 관악구 봉천동 480-3 
소소한 낭만,2021-11-09,영업,,커피숍,"서울특별시 관악구 봉천로 435-4, 1층 (봉천동)",서울특별시 관악구 봉천동 885-37 
공차 낙성대역점,2021-11-15,영업,,커피숍,"서울특별시 관악구 남부순환로 1907, 1층 (봉천동)",서울특별시 관악구 봉천동 1685-14 
땡스어라떼,2021-11-15,영업,,커피숍,"서울특별시 관악구 조원로 158, 2층 (신림동)",서울특별시 관악구 신림동 481-8 
카페잇츠,2021-11-15,영업,,커피숍,"서울특별시 관악구 남부순환로 1677-20, 1층 (봉천동)",서울특별시 관악구 봉천동 949-14 
카페 하보,2021-11-15,영업,,커피숍,"서울특별시 관악구 남부순환로151길 9, 1층 101호 (신림동, 아트빌)",서울특별시 관악구 신림동 526-5 아트빌 
더벤티(봉천역점),2021-11-16,영업,,커피숍,"서울특별시 관악구 남부순환로 1716, 은혜빌딩 1층 (봉천동)",서울특별시 관악구 봉천동 930-39 은혜빌딩 
카페 오름,2021-11-17,영업,,커피숍,"서울특별시 관악구 난곡로 38, 성민교회 1층 (신림동)",서울특별시 관악구 신림동 1735-10 성민교회 
