사업장명,인허가일자,영업상태명,폐업일자,위생업태명,소재지도로명주소,소재지지번주소
스토리카페,2011-07-28,폐업,2013-02-21,까페,,"서울특별시 관악구 봉천동 729-32 해태보라매타워 지하1층(121,122호) "
단하나케이크,2010-10-01,폐업,2013-03-20,까페,,서울특별시 관악구 봉천동 858-7 지상2층 
스튜디오 고망지,2008-11-11,폐업,2013-03-21,까페,,서울특별시 관악구 신림동 103-209 지상1층 
누렁이카페,2003-06-26,폐업,2013-04-05,까페,,서울특별시 관악구 봉천동 944-34 지상2층 
휴베이스스튜디오카페,2009-09-10,폐업,2013-04-05,까페,,서울특별시 관악구 신림동 1658-11 지하1층 
바흐,2010-11-18,폐업,2013-04-30,까페,,서울특별시 관악구 봉천동 1685-14 
미조카페,2012-02-02,폐업,2013-05-28,까페,"서울특별시 관악구 관악로24나길 2, 지상1층 (봉천동)",서울특별시 관악구 봉천동 25-3 지상1층 
Bona's Whipping(보나스 위핑),2012-06-08,폐업,2013-05-31,까페,"서울특별시 관악구 관악로14길 6, 지상2층 (봉천동)",서울특별시 관악구 봉천동 855-10 지상2층 
엔제리너스 라붐아울렛T/O,2011-07-12,폐업,2013-06-10,까페,,서울특별시 관악구 봉천동 862-1 지상8층 (13~14)호
유빠,2009-10-21,폐업,2013-06-17,까페,,서울특별시 관악구 신림동 1421-63 지상2층 
헤브론커피하우스,2009-03-20,폐업,2013-09-16,까페,"서울특별시 관악구 남부순환로176길 6 (신림동,지상3층)",서울특별시 관악구 신림동 1639-26 지상3층 
cafe nori(카페노리),2013-03-14,폐업,2013-09-17,까페,"서울특별시 관악구 문성로 231, 1층 (신림동)",서울특별시 관악구 신림동 1635-118 
지속가능한 달커피,2011-04-15,폐업,2013-09-27,까페,서울특별시 관악구 봉천로 535 (봉천동),서울특별시 관악구 봉천동 1663-3 
Bar Ten,2009-09-17,폐업,2013-12-02,까페,"서울특별시 관악구 관악로 164 (봉천동,대우슈페리움2층209호)",서울특별시 관악구 봉천동 856-5 대우슈페리움2층209호 
킹,2010-11-29,폐업,2014-01-09,까페,서울특별시 관악구 신림로 113 (신림동),서울특별시 관악구 신림동 1515-12 
커피나무K,2011-11-09,폐업,2014-02-28,까페,서울특별시 관악구 쑥고개로16길 3 (봉천동),서울특별시 관악구 봉천동 1562-2 
Tea°C(티도씨),2012-01-19,폐업,2014-03-04,까페,"서울특별시 관악구 쑥고개로 96, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1575-25 지상1층 
웜업,2010-01-18,폐업,2014-05-27,까페,"서울특별시 관악구 신림로 323, 지하1층 (신림동)",서울특별시 관악구 신림동 1640-44 
백비,2010-04-07,폐업,2014-06-02,까페,"서울특별시 관악구 봉천로 475 (봉천동,지하1층)",서울특별시 관악구 봉천동 859-32 지하1층 
커피코크,2010-07-13,폐업,2014-07-29,까페,"서울특별시 관악구 봉천로 602 (봉천동,지상1층)",서울특별시 관악구 봉천동 1632-7 지상1층 
뮤직스테이블,2012-05-31,폐업,2014-08-25,까페,"서울특별시 관악구 중앙1길 15, 지상1층 (봉천동)",서울특별시 관악구 봉천동 56-121 지상1층 
아지트,2011-06-22,폐업,2014-11-13,까페,"서울특별시 관악구 남부순환로170길 3, 1층 (신림동)",서울특별시 관악구 신림동 1584-1 
카페 크레마(Cafe Crema),2011-07-25,폐업,2014-12-12,까페,서울특별시 관악구 신림동7길 15 (신림동),서울특별시 관악구 신림동 1437-21 
내카페,2011-12-28,폐업,2014-12-29,까페,"서울특별시 관악구 문성로 247, 지상2층 (신림동, 성지빌딩)",서울특별시 관악구 신림동 1634-27 성지빌딩 지상 2층 
체리,2013-07-15,폐업,2015-01-26,까페,"서울특별시 관악구 봉천로23길 16, 지상1층 (봉천동)",서울특별시 관악구 봉천동 964-19 
Cafe J(카페제이),2014-12-10,폐업,2015-03-20,까페,"서울특별시 관악구 봉천로6길 40, 1층 (신림동)",서울특별시 관악구 신림동 1455-1 
호떡카페,2013-04-15,폐업,2015-04-02,까페,"서울특별시 관악구 대학7길 2, 1층 (신림동)",서울특별시 관악구 신림동 246-46 
예그리나,2002-06-18,폐업,2015-04-13,까페,서울특별시 관악구 난곡로 184 (신림동),서울특별시 관악구 신림동 621-26 
커피앤,2010-07-30,폐업,2015-05-07,까페,"서울특별시 관악구 행운1길 30, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1672-19 
더 바리스타( the Barista),2010-11-08,폐업,2015-05-26,까페,서울특별시 관악구 신림로 89 (신림동),서울특별시 관악구 신림동 238-10 
판타지아,2010-12-10,폐업,2015-08-04,까페,"서울특별시 관악구 남부순환로 2082-37 (남현동,(지하2층))",서울특별시 관악구 남현동 1060-17 (지하2층) 
소원카페,2010-12-10,폐업,2015-08-12,까페,"서울특별시 관악구 신림로 358-5 (신림동,(지상2층))",서울특별시 관악구 신림동 1424-7 (지상2층) 
oh. coffee!,2012-06-05,폐업,2015-08-13,까페,"서울특별시 관악구 조원로 135, 지상1층 (신림동)",서울특별시 관악구 신림동 493-11 지상1층 
coffee connexion,2011-02-14,폐업,2015-08-24,까페,서울특별시 관악구 봉천로 595 (봉천동),서울특별시 관악구 봉천동 1658-11 
조아조아,2014-04-08,폐업,2015-09-16,까페,"서울특별시 관악구 봉천로47길 19, 1층 (봉천동)",서울특별시 관악구 봉천동 872-22 
Coffee In(커피인),2011-06-27,폐업,2015-09-22,까페,서울특별시 관악구 낙성대역길 111 (봉천동),서울특별시 관악구 봉천동 196-40 
씨지파이브,2014-07-16,폐업,2015-10-19,까페,"서울특별시 관악구 남부순환로 1953, 2층 (봉천동)",서울특별시 관악구 봉천동 1690-153 
우리동네카페,2012-06-18,폐업,2015-10-20,까페,서울특별시 관악구 난우10길 7 (신림동),서울특별시 관악구 신림동 596-13 
커피스토리,2011-04-05,폐업,2015-11-20,까페,서울특별시 관악구 남부순환로159길 55 (신림동),서울특별시 관악구 신림동 491-18 
던킨도너츠 사당역1호점,2012-09-17,폐업,2015-11-27,까페,서울특별시 관악구 과천대로 953 (남현동),서울특별시 관악구 남현동 1061-59 
뜨레삐아니,2011-06-23,폐업,2016-02-15,까페,"서울특별시 관악구 관악로16길 13 (봉천동,(지상3층))",서울특별시 관악구 봉천동 853-2 (지상3층) 
커피나우,2010-12-22,폐업,2016-03-23,까페,서울특별시 관악구 쑥고개로 139 (봉천동),서울특별시 관악구 봉천동 1569-4 
coffee is ...,2012-01-10,폐업,2016-03-28,까페,"서울특별시 관악구 신림로58길 21, 지상1층 (신림동)",서울특별시 관악구 신림동 75-25 지상1층 
카페요요,2012-03-13,폐업,2016-04-26,까페,"서울특별시 관악구 신림로 264, 지상1층 (신림동)",서울특별시 관악구 신림동 92-359 지상1층 
안녕미미,2011-06-15,폐업,2016-04-27,까페,서울특별시 관악구 청룡7길 47 (봉천동),서울특별시 관악구 봉천동 880-3 
리치몽브레드,2014-08-25,폐업,2016-05-24,까페,"서울특별시 관악구 남부순환로 1861, 1층 (봉천동)",서울특별시 관악구 봉천동 1673-21 
옛날장터치킨,2010-10-08,폐업,2016-05-27,까페,서울특별시 관악구 남부순환로246길 17 (봉천동),서울특별시 관악구 봉천동 1634-10 
T&S(더앤에스),2011-05-03,폐업,2016-05-27,까페,서울특별시 관악구 남부순환로 1749 (봉천동),서울특별시 관악구 봉천동 923-3 
글리셔스,2015-03-20,폐업,2016-05-31,까페,"서울특별시 관악구 신림로48길 6, 1층 (신림동)",서울특별시 관악구 신림동 92-362 
앤하우스 서울대입구점,2012-09-19,폐업,2016-07-26,까페,"서울특별시 관악구 관악로 155 (봉천동, 지상3층)",서울특별시 관악구 봉천동 864-1 
Cafe Lapis(카페래피스),2014-10-29,폐업,2016-08-01,까페,"서울특별시 관악구 청림길 4-1, 1층 (봉천동)",서울특별시 관악구 봉천동 14-17 
주(ZOO),2001-06-22,폐업,2016-09-01,까페,"서울특별시 관악구 신사로 94, 2층 (신림동)",서울특별시 관악구 신림동 518-2 지상2층 
다영까페,2015-01-05,폐업,2016-09-21,까페,"서울특별시 관악구 신림로70길 23, 1층 (신림동)",서울특별시 관악구 신림동 1416-23 
카페네스카페 신림삼모프라임점,2011-12-15,폐업,2017-01-24,까페,"서울특별시 관악구 신원로 35, 지상1층 (신림동)",서울특별시 관악구 신림동 1638-1 지상1층 
다크빈스,2012-06-27,폐업,2017-02-16,까페,"서울특별시 관악구 신림로 344, 107,108호 (신림동)","서울특별시 관악구 신림동 1421-29 107,108호"
카페테로,2011-04-29,폐업,2017-03-02,까페,서울특별시 관악구 호암로26길 48 (신림동),서울특별시 관악구 신림동 1519 
한장,2014-07-29,폐업,2017-03-03,까페,"서울특별시 관악구 봉천로 602, 1층 (봉천동)",서울특별시 관악구 봉천동 1632-7 
샌드리아,2015-02-27,폐업,2017-03-24,까페,"서울특별시 관악구 남부순환로 1838, 1층 (봉천동)",서울특별시 관악구 봉천동 1600-1 
마드모아젤,2014-03-10,폐업,2017-03-31,까페,"서울특별시 관악구 관악로 208, 2층 (봉천동)",서울특별시 관악구 봉천동 62-17 
닉까페,2010-05-14,폐업,2017-05-15,까페,"서울특별시 관악구 남부순환로 1716 (봉천동,지하1층)",서울특별시 관악구 봉천동 930-39 지하1층 
노아의방주,2014-09-01,폐업,2017-05-24,까페,"서울특별시 관악구 남부순환로 1964, 2층 (봉천동)",서울특별시 관악구 봉천동 1656-22 
카페오(cafe 5),2015-04-15,폐업,2017-06-05,까페,"서울특별시 관악구 청룡7길 19, 지하1층 (봉천동)",서울특별시 관악구 봉천동 897-18 
더은교,2012-05-07,폐업,2017-06-14,까페,"서울특별시 관악구 봉천로 600-1, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1632-6 지상1층 
The Cafe(더카페),2011-10-28,폐업,2017-07-03,까페,"서울특별시 관악구 남부순환로187길 13, 1층 (신림동)",서울특별시 관악구 신림동 1413-10 
HAE&DAL(해와달),2015-05-07,폐업,2017-07-19,까페,"서울특별시 관악구 관천로20길 49, 1층 (신림동)",서울특별시 관악구 신림동 1451-3 
후레쉬에브리데이,2011-10-10,폐업,2017-07-25,까페,"서울특별시 관악구 신림로 330 (신림동,포도몰 6층)",서울특별시 관악구 신림동 1641-2 포도몰 6층 
이디야낙성대점,2001-10-25,폐업,2017-11-27,까페,"서울특별시 관악구 남부순환로 1915, 1층 (봉천동)",서울특별시 관악구 봉천동 1685-21 
이디야,2004-10-28,폐업,2018-01-16,까페,"서울특별시 관악구 신림로 91 (신림동,제1층10호)",서울특별시 관악구 신림동 241-22 제1층10호 
디 초콜릿커피 서울대연구공원점,2013-02-01,폐업,2018-01-23,까페,"서울특별시 관악구 관악로 1, 지하1층 (봉천동, 연구공원본관)",서울특별시 관악구 봉천동 산 4-2 
파도,2013-04-29,폐업,2018-02-23,까페,"서울특별시 관악구 봉천로25길 4, 1층 (봉천동)",서울특별시 관악구 봉천동 950-11 
gram(그램),2013-02-14,폐업,2018-03-27,까페,"서울특별시 관악구 관악로30길 11-1, 1층 103호 (봉천동)",서울특별시 관악구 봉천동 15-45 
COFFEE ON(커피온),2014-05-26,폐업,2018-04-02,까페,"서울특별시 관악구 양녕로 74, 1층 (봉천동)",서울특별시 관악구 봉천동 492-26 
앨리스(ALICE),2009-12-18,폐업,2018-04-12,까페,"서울특별시 관악구 대학5길 13 (신림동, 지상2층)",서울특별시 관악구 신림동 241-110 
플로리안,2012-03-12,폐업,2018-05-03,까페,"서울특별시 관악구 신림로 280, 지상1층 (신림동)",서울특별시 관악구 신림동 1641-69 지상1층 
지지보드카페,2004-08-09,폐업,2018-05-29,까페,"서울특별시 관악구 남현1길 40 (남현동,지하1층)",서울특별시 관악구 남현동 1062-1 지하1층 
판게아,2015-01-12,폐업,2018-06-08,까페,"서울특별시 관악구 쑥고개로 96, 1층 (봉천동)",서울특별시 관악구 봉천동 1575-25 
엘아이비,2013-08-01,폐업,2018-06-15,까페,"서울특별시 관악구 남부순환로 1964, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1656-22 
GACHI(가치),2012-01-10,폐업,2018-06-26,까페,"서울특별시 관악구 호암로24길 65, 지상1층 (신림동)",서울특별시 관악구 신림동 1518-18 지상1층 
생각이나서,2012-04-24,폐업,2018-06-29,까페,"서울특별시 관악구 봉천로7길 3, 지상1층 101호 (봉천동)",서울특별시 관악구 봉천동 972-15 지상1층 101호
라떼떼커피,2011-11-28,폐업,2018-08-02,까페,서울특별시 관악구 남부순환로 1479 (신림동),서울특별시 관악구 신림동 527-3 
은하수,2003-09-27,폐업,2018-09-21,까페,"서울특별시 관악구 난향길 12, 지하1층 (신림동)",서울특별시 관악구 신림동 676-35 
육교,2002-04-19,폐업,2018-10-29,까페,"서울특별시 관악구 남부순환로 1429, 지하1층 (신림동)",서울특별시 관악구 신림동 564-3 
유쾌한 고래,2008-09-17,폐업,2018-11-07,까페,"서울특별시 관악구 신림로59길 15-20, 2,3층 (신림동)","서울특별시 관악구 신림동 1638-14 지상2,3층 "
비비추,2009-01-02,폐업,2018-11-23,까페,"서울특별시 관악구 신림로 192, 지상1층 (신림동)",서울특별시 관악구 신림동 107-103 
이프,2014-04-08,폐업,2018-11-26,까페,"서울특별시 관악구 낙성대역14길 3, 1층 (봉천동)",서울특별시 관악구 봉천동 196-63 
나는고양이,2011-02-28,폐업,2018-12-19,까페,서울특별시 관악구 남부순환로 1848-6 (봉천동),서울특별시 관악구 봉천동 1601-15 
커핀그루나루 롯데관악점,2013-03-13,폐업,2019-03-04,까페,"서울특별시 관악구 봉천로 209, 7층 (봉천동)",서울특별시 관악구 봉천동 729-22 
룸까페쁠레쟝,2012-06-01,폐업,2019-09-17,까페,서울특별시 관악구 신림로 310 (신림동),서울특별시 관악구 신림동 1641-22 
cafe  GREEM,2012-06-01,폐업,2019-11-19,까페,"서울특별시 관악구 쑥고개로 88, 1층 (봉천동)",서울특별시 관악구 봉천동 1575-7 
엘가커피 신림고시촌점,2014-01-02,폐업,2019-12-18,까페,"서울특별시 관악구 호암로26길 13, 1층 (신림동)",서울특별시 관악구 신림동 1514-6 
맘C COFFEE,2011-03-30,폐업,2019-12-26,까페,서울특별시 관악구 관악로 146 (봉천동),서울특별시 관악구 봉천동 1598-21 
에이지 스토리,2011-07-26,폐업,2020-01-06,까페,"서울특별시 관악구 남부순환로 1797, 702호 (봉천동)",서울특별시 관악구 봉천동 874-6 702호
와우카페(WOW CAFE),2006-09-11,폐업,2020-01-22,까페,"서울특별시 관악구 과천대로 939 (남현동, 르메이에르강남타운2 지상2층 207호)",서울특별시 관악구 남현동 1061-18 
난다커피,2014-07-07,폐업,2020-01-31,까페,"서울특별시 관악구 쑥고개로21길 9, 1층 (봉천동)",서울특별시 관악구 봉천동 879-1 
비젼,2011-09-02,폐업,2020-02-04,까페,서울특별시 관악구 봉천로 237-6 (봉천동),서울특별시 관악구 봉천동 971-11 
북션,2013-07-29,폐업,2020-03-12,까페,"서울특별시 관악구 신림로 117, 지상1층 (신림동)",서울특별시 관악구 신림동 269-8 
설빙 신림2호점,1998-06-08,폐업,2020-03-30,까페,"서울특별시 관악구 신림로 353, 2층 (신림동)",서울특별시 관악구 신림동 1432-73 
Cafe Moon(카페문),2014-09-11,폐업,2020-06-23,까페,"서울특별시 관악구 관악로 231, 1층 (봉천동)",서울특별시 관악구 봉천동 42-49 
Cafe Den(카페 덴),2012-11-09,폐업,2020-10-05,까페,"서울특별시 관악구 봉천로 614, 1층 (봉천동)",서울특별시 관악구 봉천동 1634-7 1층 
SOME801,2010-06-01,폐업,2021-03-15,까페,"서울특별시 관악구 관악로14길 105 (봉천동, 지상1층)",서울특별시 관악구 봉천동 1620-42 
햇빛커피숍,2010-03-02,폐업,2021-03-26,까페,"서울특별시 관악구 봉천로 335, 지하1층 (봉천동)",서울특별시 관악구 봉천동 950-25 
에이쓰리바우트커피(A3BOUT COFFEE),2004-03-10,폐업,2021-08-26,까페,"서울특별시 관악구 호암로26길 47 (신림동,지상1층)",서울특별시 관악구 신림동 1515-5 지상1층 
봉봉,2014-07-09,폐업,2021-09-14,까페,"서울특별시 관악구 은천로25길 69, 1층 101호 (봉천동)",서울특별시 관악구 봉천동 480-3 
카푸치노스트립 봉천역점,2014-08-18,폐업,2022-03-22,까페,"서울특별시 관악구 남부순환로 1735, 2-3층 (봉천동)",서울특별시 관악구 봉천동 926-31 
똥강아지들,2015-05-19,폐업,2022-07-12,까페,"서울특별시 관악구 호암로22길 77, 2층 (신림동)",서울특별시 관악구 신림동 1538-13 
커피에 반하다,1988-06-21,영업,,까페,"서울특별시 관악구 남부순환로 1591, 1층 (신림동)",서울특별시 관악구 신림동 1433-102 지상1층 
할리스커피,1996-04-18,영업,,까페,"서울특별시 관악구 관악로 172, 2층 (봉천동)",서울특별시 관악구 봉천동 857-4 
블리스버거&카페,2004-02-20,영업,,까페,"서울특별시 관악구 호암로24길 34, 1층 (신림동)",서울특별시 관악구 신림동 1534-1 
설빙 신림점,2005-11-16,영업,,까페,"서울특별시 관악구 남부순환로 1598 (신림동,지상2층)",서울특별시 관악구 신림동 1640-1 지상2층 
투썸플레이스 구로디지털단지역점,2006-10-31,영업,,까페,"서울특별시 관악구 시흥대로 554, 1층 (신림동)",서울특별시 관악구 신림동 1655-21 
오후의과일,2007-06-05,영업,,까페,"서울특별시 관악구 관악로14길 15, 2층 (봉천동)",서울특별시 관악구 봉천동 1599-4 
마티스커피,2008-05-16,영업,,까페,"서울특별시 관악구 신림로59길 15-6 (신림동,지상2층)",서울특별시 관악구 신림동 1638-5 지상2층 
연다라,2008-08-12,영업,,까페,"서울특별시 관악구 남부순환로 1383, 지상2층 (신림동)",서울특별시 관악구 신림동 1669-10 지상2층 
로얄,2008-09-26,영업,,까페,"서울특별시 관악구 대학길 6, 지하1층 (신림동)",서울특별시 관악구 신림동 1516-4 지하1층 
보라매커피호프,2009-04-03,영업,,까페,"서울특별시 관악구 보라매로 30, 지하1층 (봉천동)",서울특별시 관악구 봉천동 728-9 
스누샤 카페,2009-04-14,영업,,까페,"서울특별시 관악구 관악로 1, 호암교수회관 127-1동 (봉천동)",서울특별시 관악구 봉천동 239-1 
솔이네 커피볶는집,2009-09-14,영업,,까페,"서울특별시 관악구 행운2길 32 (봉천동,지상1층)",서울특별시 관악구 봉천동 1680-5 지상1층 
남부커피호프,2009-09-15,영업,,까페,"서울특별시 관악구 봉천로 456, 지하1층 (봉천동)",서울특별시 관악구 봉천동 874-1 
설대,2009-11-10,영업,,까페,"서울특별시 관악구 봉천로62길 7 (봉천동,지하1층)",서울특별시 관악구 봉천동 1627-12 지하1층 
열정,2010-05-19,영업,,까페,"서울특별시 관악구 봉천로 362, 29동 1층 (봉천동)",서울특별시 관악구 봉천동 944-10 
카페산다,2010-09-02,영업,,까페,"서울특별시 관악구 낙성대로 22-13, 1층 (봉천동)",서울특별시 관악구 봉천동 1625-2 
이디야 신대방역점,2010-09-13,영업,,까페,"서울특별시 관악구 난곡로 368 (신림동,지상2층)",서울특별시 관악구 신림동 517-11 지상2층 
데니스(Denis),2010-11-04,영업,,까페,서울특별시 관악구 호암로 598 (신림동),서울특별시 관악구 신림동 1525-4 
신세계커피호프,2010-12-31,영업,,까페,"서울특별시 관악구 남부순환로 1543, 지하1층 (신림동)",서울특별시 관악구 신림동 465-29 
카페와이(cafe. y),2011-01-10,영업,,까페,"서울특별시 관악구 남부순환로 1430, 상가동 114호 (신림동, 대우푸르지오아파트)",서울특별시 관악구 신림동 1730 대우푸르지오아파트 상가동 114호
Story Cafe(스토리카페),2011-02-15,영업,,까페,서울특별시 관악구 봉천로7길 33 (102)호 (봉천동),서울특별시 관악구 봉천동 736-5 (102)호
세로토닌,2011-05-26,영업,,까페,서울특별시 관악구 신림로22길 13 (신림동),서울특별시 관악구 신림동 110-47 
관악커피호프,2011-07-29,영업,,까페,서울특별시 관악구 남부순환로208길 10 (봉천동),서울특별시 관악구 봉천동 927-26 
장미,2011-10-04,영업,,까페,"서울특별시 관악구 조원로 14 (신림동,지하1층)",서울특별시 관악구 신림동 1654-14 지하1층 
두끼 신림점,2011-12-08,영업,,까페,"서울특별시 관악구 신림로 310, 지상2층 (신림동)",서울특별시 관악구 신림동 1641-23 지상2층 
이디야,2012-02-16,영업,,까페,"서울특별시 관악구 남부순환로216길 2, 지상1층 (봉천동)",서울특별시 관악구 봉천동 883-1 지상1층 
CAFE H,2012-03-02,영업,,까페,서울특별시 관악구 봉천로6길 17 (신림동),서울특별시 관악구 신림동 1442-14 지상1층 
루즈벨트,2012-06-04,영업,,까페,"서울특별시 관악구 신림동5가길 23, 지상1층 (신림동)",서울특별시 관악구 신림동 1460-1 지상1층 
진실,2012-06-05,영업,,까페,"서울특별시 관악구 쑥고개로 90, 지상1층 (봉천동)",서울특별시 관악구 봉천동 1575-8 지상1층 
테일오브테일스(Tale Of Tails),2012-10-02,영업,,까페,"서울특별시 관악구 행운1길 2 (봉천동, 지상1층)",서울특별시 관악구 봉천동 1675-20 
인아랑,2012-10-22,영업,,까페,"서울특별시 관악구 호암로22길 50 (신림동, 지하1층)",서울특별시 관악구 신림동 1546-1 
오렌지연필,2012-11-26,영업,,까페,"서울특별시 관악구 남부순환로 1895 (봉천동, 지상1층)",서울특별시 관악구 봉천동 1680-11 
서민통닭,2012-11-26,영업,,까페,"서울특별시 관악구 미성3길 7, 1층 (신림동)",서울특별시 관악구 신림동 727-30 
시즈(SEIZE),2013-02-26,영업,,까페,"서울특별시 관악구 봉천로 261-1, 1층 (봉천동)",서울특별시 관악구 봉천동 969-34 
테이블1629,2013-04-02,영업,,까페,"서울특별시 관악구 장군봉2길 32, 1-2층 (봉천동)",서울특별시 관악구 봉천동 947-15 
커피 캣츠 웰,2013-04-17,영업,,까페,"서울특별시 관악구 은천로 28, 봉일프라자 가동 1층 7호 (봉천동)",서울특별시 관악구 봉천동 951-25 봉일프라자 
비올즈,2013-07-12,영업,,까페,"서울특별시 관악구 남부순환로 1919, 지하1층 (봉천동)",서울특별시 관악구 봉천동 1686-11 
유정커피호프,2013-10-10,영업,,까페,"서울특별시 관악구 청룡1길 25, 지하1층 (봉천동)",서울특별시 관악구 봉천동 883-11 
티라노,2013-10-11,영업,,까페,"서울특별시 관악구 남부순환로230길 39, 1층 (봉천동)",서울특별시 관악구 봉천동 1613-7 
시그니처 커피,2014-05-09,영업,,까페,"서울특별시 관악구 난우길 43, 1층 (신림동)",서울특별시 관악구 신림동 587-32 
정 커피숍,2014-05-22,영업,,까페,"서울특별시 관악구 남부순환로 1714-1, 지하1층 (봉천동)",서울특별시 관악구 봉천동 945-14 
카페리코,2014-05-23,영업,,까페,"서울특별시 관악구 조원중앙로1길 47, 1층 (신림동)",서울특별시 관악구 신림동 1667-33 
작은사치,2014-08-07,영업,,까페,"서울특별시 관악구 인헌길 63, 1층 (봉천동)",서울특별시 관악구 봉천동 1640-9 
아토(ato),2014-10-10,영업,,까페,"서울특별시 관악구 청림6길 16, 1층 105,106호 (봉천동)",서울특별시 관악구 봉천동 15-5 
김천재의 육회반한연어 서울대입구역점,2014-11-07,영업,,까페,"서울특별시 관악구 관악로 204, 2층 (봉천동)",서울특별시 관악구 봉천동 851-3 
Swirling(스월링),2014-12-23,영업,,까페,"서울특별시 관악구 관악로16길 28, 1층 (봉천동)",서울특별시 관악구 봉천동 1602-16 
메종188(MAISON188),2014-05-14,영업,,까페,"서울특별시 관악구 봉천로4길 6, 1층 (신림동)",서울특별시 관악구 신림동 1445-2 
스테이보드게임카페,2015-03-31,영업,,까페,"서울특별시 관악구 조원로2길 51, 2층 (신림동)",서울특별시 관악구 신림동 1663 
연카페,1988-09-23,폐업,1990-09-21,경양식,,서울특별시 관악구 봉천동 894-18 
장미빛카페,1988-07-09,폐업,1993-09-08,경양식,,서울특별시 관악구 봉천동 868-8 
그림이있는카페,1984-01-17,폐업,1996-01-22,경양식,,서울특별시 관악구 신림동 1641-69 
태양빛카페,1984-12-29,폐업,1999-12-31,분식,,서울특별시 관악구 봉천동 866-19 
몽실카페호프,1998-07-09,폐업,2000-05-24,분식,,서울특별시 관악구 신림동 1666-0 
(주)두산카페네스카페서울대점,2001-07-05,폐업,2002-11-04,패스트푸드,,서울특별시 관악구 봉천동 862-3 
카페 드 구띠에,2003-08-08,폐업,2003-09-01,기타,,서울특별시 관악구 봉천동 1658-1 지상1층 
프렌치카페플러스,2001-09-15,폐업,2005-02-04,다방,,서울특별시 관악구 신림동 1639-1 
고기가익는카페,2003-04-04,폐업,2005-03-15,한식,,서울특별시 관악구 봉천동 41-117 지상1층 
인터넷카페&호프바,2004-04-30,폐업,2005-06-10,호프/통닭,,서울특별시 관악구 봉천동 862-3 외 1필지   지상3층 
소나무카페,2004-11-04,폐업,2007-05-25,기타,,서울특별시 관악구 봉천동 921-2 
7080라이브카페색소폰,2000-06-09,폐업,2008-03-05,호프/통닭,,서울특별시 관악구 신림동 1655-2 
웨딩카페,2007-06-04,폐업,2008-11-19,호프/통닭,,서울특별시 관악구 봉천동 36-23 지상1층 
만두카페,2005-12-06,폐업,2009-04-10,분식,,서울특별시 관악구 봉천동 1642-31 지상1층 
쉬즈네일카페,2006-11-15,폐업,2009-09-09,분식,,서울특별시 관악구 신림동 1640-1 지상1층 
떡볶이 만두 카페,2009-04-13,폐업,2011-01-20,일반조리판매,,서울특별시 관악구 신림동 243-2 지상1층 
카페미투,2009-01-07,폐업,2012-04-09,경양식,,서울특별시 관악구 신림동 110-8 지상1층 
코링도넛카페,2000-08-28,폐업,2012-12-10,분식,,서울특별시 관악구 봉천동 864-1 
카페 올리브,2002-10-04,폐업,2013-01-07,기타,,서울특별시 관악구 신림동 1714 삼성산주공아파트 상가동 106호
구슬공주커피카페,2009-08-28,폐업,2013-01-07,경양식,,서울특별시 관악구 신림동 499-50 지상1층 
카페루이스,2006-12-07,폐업,2013-01-31,패스트푸드,,서울특별시 관악구 신림동 1533-5 지상1층 
카페휴,2001-06-01,폐업,2013-04-05,기타 휴게음식점,,서울특별시 관악구 신림동 240-4 
무한고기&샐러드카페(cafe)올밋,1997-07-08,폐업,2013-08-13,기타,서울특별시 관악구 남부순환로 1592 (신림동),서울특별시 관악구 신림동 1639-8 
우행시 룸카페,2014-02-14,폐업,2014-03-17,경양식,"서울특별시 관악구 신림로67길 21, 지하1층 (신림동)",서울특별시 관악구 신림동 1432-103 
에덴음식카페,2013-05-30,폐업,2014-03-28,한식,"서울특별시 관악구 조원로 60, 1층 (신림동)",서울특별시 관악구 신림동 546-1 
카페빌,2010-11-10,폐업,2014-05-01,전통찻집,서울특별시 관악구 난곡로 366 (신림동),서울특별시 관악구 신림동 517-50 
복실이네 막걸리 카페,2010-07-02,폐업,2014-05-30,한식,"서울특별시 관악구 난곡로26길 16, 1층 (신림동)",서울특별시 관악구 신림동 638-39 
차인지건강차카페,2014-11-04,폐업,2015-01-15,전통찻집,"서울특별시 관악구 남부순환로 1536, 2층 (신림동)",서울특별시 관악구 신림동 1576-23 
왕돈가스카페,2010-12-16,폐업,2015-04-20,경양식,"서울특별시 관악구 신림로59길 15-12 (신림동,(지상3층))",서울특별시 관악구 신림동 1638-9 (지상3층) 
카페 행복한시간 라쁘띠,2011-08-24,폐업,2015-05-26,경양식,"서울특별시 관악구 난곡로 42, 302호 (신림동,파크프라자)",서울특별시 관악구 신림동 1735-9 파크프라자 302호
라라피포빙수카페,2012-09-11,폐업,2015-06-02,호프/통닭,"서울특별시 관악구 관악로14길 70 (봉천동, 지상1층)",서울특별시 관악구 봉천동 1619-1 
작은카페뜰,2008-04-16,폐업,2015-08-07,일반조리판매,"서울특별시 관악구 신림로 101, 1층 (신림동)",서울특별시 관악구 신림동 240-4 
